Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_14191,Nandurbar,2022,9.49,3.62,7.18,6.68,High,Drought Susceptibility
DR_14192,Yavatmal,2022,3.58,7.42,3.2,5.04,High,Inflation Impact
DR_14193,Washim,2023,1.79,2.58,8.22,3.39,Medium,Aging Infrastructure
DR_14194,Sangli,2022,8.52,10,1.2,7.65,Critical,Unemployment
DR_14195,Jalna,2022,1.19,5.38,9.16,4.46,Medium,Aging Infrastructure
DR_14196,Palghar,2024,8.51,3.31,8.62,6.45,High,Aging Infrastructure
DR_14197,Osmanabad,2023,2.05,8.48,5.62,5.33,High,Industrial Decline
DR_14198,Ratnagiri,2021,7.96,9.46,9.53,8.87,Critical,Aging Infrastructure
DR_14199,Thane,2024,3.06,2.85,7.28,3.82,Medium,Aging Infrastructure
DR_14200,Buldhana,2020,6.09,8.43,2.57,6.32,High,Inflation Impact
DR_14201,Satara,2022,8.65,10,1.66,7.79,Critical,Industrial Decline
DR_14202,Parbhani,2023,7.63,7.18,6.99,7.32,High,Drought Susceptibility
DR_14203,Sangli,2023,7.39,10,1.27,7.21,High,Unemployment
DR_14204,Sindhudurg,2024,8.14,10,3.27,7.91,Critical,Industrial Decline
DR_14205,Mumbai City,2020,3.46,8.34,4.82,5.68,High,Industrial Decline
DR_14206,Buldhana,2023,2.5,7.08,9.14,5.66,High,Aging Infrastructure
DR_14207,Osmanabad,2023,4.7,4.21,4.53,4.47,Medium,Flood Risk
DR_14208,Gadchiroli,2020,3.21,3.16,2.63,3.07,Medium,Flood Risk
DR_14209,Aurangabad,2024,9.95,8.76,7.83,9.05,Critical,Flood Risk
DR_14210,Bhandara,2024,7.96,5.92,1.78,5.91,High,Drought Susceptibility
DR_14211,Hingoli,2020,7.28,10,9.32,8.78,Critical,Industrial Decline
DR_14212,Sindhudurg,2021,9.55,5.86,2.35,6.64,High,Groundwater Depletion
DR_14213,Gondia,2022,7.07,5.32,7.83,6.53,High,Aging Infrastructure
DR_14214,Ahmednagar,2024,3.16,4.78,8.92,4.96,Medium,Aging Infrastructure
DR_14215,Solapur,2022,6.79,5.2,3.6,5.52,High,Groundwater Depletion
DR_14216,Aurangabad,2024,7.06,6.24,7.48,6.81,High,Aging Infrastructure
DR_14217,Wardha,2020,6.66,6.48,6.81,6.62,High,Aging Infrastructure
DR_14218,Dhule,2023,8.89,10,1.91,7.94,Critical,Unemployment
DR_14219,Aurangabad,2022,9.32,8.09,4.93,7.95,Critical,Groundwater Depletion
DR_14220,Kolhapur,2020,9.13,4.6,4.45,6.38,High,Groundwater Depletion
DR_14221,Mumbai Suburban,2022,8.93,8.69,8.48,8.74,Critical,Drought Susceptibility
DR_14222,Yavatmal,2024,4.0,6.17,9.79,6.03,High,Aging Infrastructure
DR_14223,Palghar,2022,3.12,3.64,4.83,3.67,Medium,Aging Infrastructure
DR_14224,Beed,2020,6.25,8.19,5.61,6.9,High,Inflation Impact
DR_14225,Sangli,2021,7.81,10,2.67,7.66,Critical,Industrial Decline
DR_14226,Thane,2021,2.87,1.7,5.81,2.99,Medium,Aging Infrastructure
DR_14227,Chandrapur,2021,3.33,9.11,8.04,6.59,High,Unemployment
DR_14228,Washim,2023,3.35,9.02,1.96,5.34,High,Industrial Decline
DR_14229,Nashik,2023,2.88,2.45,4.98,3.13,Medium,Aging Infrastructure
DR_14230,Nanded,2023,6.3,2.55,4.15,4.37,Medium,Groundwater Depletion
DR_14231,Akola,2022,6.63,7.07,6.47,6.77,High,Industrial Decline
DR_14232,Raigad,2023,9.08,4.52,6.7,6.78,High,Drought Susceptibility
DR_14233,Palghar,2023,8.95,7.4,2.97,7.13,High,Drought Susceptibility
DR_14234,Satara,2024,5.57,8.15,8.42,7.18,High,Aging Infrastructure
DR_14235,Jalna,2024,8.15,8.96,6.13,8.07,Critical,Unemployment
DR_14236,Yavatmal,2021,8.07,7.78,8.89,8.12,Critical,Aging Infrastructure
DR_14237,Sangli,2024,1.9,7.44,8.73,5.49,High,Aging Infrastructure
DR_14238,Osmanabad,2023,7.88,5.2,2.11,5.65,High,Groundwater Depletion
DR_14239,Osmanabad,2021,9.64,8.91,4.08,8.24,Critical,Groundwater Depletion
DR_14240,Parbhani,2020,8.21,9.11,5.78,8.08,Critical,Inflation Impact
DR_14241,Gondia,2023,7.97,9.98,8.18,8.81,Critical,Inflation Impact
DR_14242,Aurangabad,2023,7.0,10,5.91,7.98,Critical,Inflation Impact
DR_14243,Gondia,2021,7.88,10,6.27,8.41,Critical,Industrial Decline
DR_14244,Nagpur,2021,3.7,6.41,4.57,4.96,Medium,Unemployment
DR_14245,Mumbai City,2022,7.64,3.42,8.02,6.03,High,Aging Infrastructure
DR_14246,Satara,2023,6.84,5.33,4.71,5.81,High,Flood Risk
DR_14247,Nandurbar,2023,5.47,9.09,5.19,6.86,High,Unemployment
DR_14248,Akola,2022,2.65,9.61,6.09,6.12,High,Unemployment
DR_14249,Kolhapur,2022,2.47,6.57,4.27,4.47,Medium,Industrial Decline
DR_14250,Dhule,2023,9.33,5.63,6.46,7.27,High,Drought Susceptibility
DR_14251,Thane,2021,1.34,3.61,2.83,2.55,Medium,Unemployment
DR_14252,Bhandara,2021,3.16,1.62,6.92,3.29,Medium,Aging Infrastructure
DR_14253,Jalgaon,2024,6.89,5.58,5.75,6.14,High,Drought Susceptibility
DR_14254,Osmanabad,2022,4.12,6.13,3.58,4.81,Medium,Industrial Decline
DR_14255,Mumbai City,2020,8.5,8.81,9.28,8.78,Critical,Aging Infrastructure
DR_14256,Amravati,2024,6.45,9.36,3.96,7.12,High,Inflation Impact
DR_14257,Amravati,2022,7.01,10,6.51,8.1,Critical,Industrial Decline
DR_14258,Parbhani,2023,5.81,2.51,3.05,3.94,Medium,Groundwater Depletion
DR_14259,Latur,2023,4.02,6.44,4.92,5.16,High,Inflation Impact
DR_14260,Nandurbar,2023,8.68,7.04,9.01,8.09,Critical,Aging Infrastructure
DR_14261,Sindhudurg,2024,1.05,4.84,7.62,3.88,Medium,Aging Infrastructure
DR_14262,Kolhapur,2022,6.75,5.13,3.99,5.55,High,Drought Susceptibility
DR_14263,Nanded,2020,5.09,2.78,3.23,3.79,Medium,Drought Susceptibility
DR_14264,Thane,2020,3.42,1.85,1.6,2.43,Low,Flood Risk
DR_14265,Nanded,2020,5.99,5.04,2.05,4.82,Medium,Drought Susceptibility
DR_14266,Satara,2024,9.22,9.73,6.98,8.97,Critical,Inflation Impact
DR_14267,Kolhapur,2021,6.48,1.94,2.46,3.86,Medium,Drought Susceptibility
DR_14268,Pune,2020,3.73,8.83,4.59,5.94,High,Industrial Decline
DR_14269,Washim,2023,7.46,5.85,4.71,6.26,High,Flood Risk
DR_14270,Solapur,2023,6.5,2.32,2.02,3.93,Medium,Drought Susceptibility
DR_14271,Nandurbar,2024,2.04,3.13,3.6,2.79,Medium,Aging Infrastructure
DR_14272,Mumbai Suburban,2024,4.85,8.66,7.3,6.86,High,Unemployment
DR_14273,Sindhudurg,2024,6.38,1.51,5.49,4.26,Medium,Flood Risk
DR_14274,Nashik,2022,9.36,9.04,9.69,9.3,Critical,Aging Infrastructure
DR_14275,Solapur,2023,8.84,4.95,8.64,7.24,High,Flood Risk
DR_14276,Chandrapur,2020,8.53,6.1,2.47,6.34,High,Groundwater Depletion
DR_14277,Latur,2022,7.41,2.18,9.6,5.76,High,Aging Infrastructure
DR_14278,Sangli,2020,5.41,5.43,1.1,4.56,Medium,Inflation Impact
DR_14279,Nanded,2020,1.07,6.22,6.95,4.31,Medium,Aging Infrastructure
DR_14280,Palghar,2024,3.99,3.19,5.8,4.03,Medium,Aging Infrastructure
DR_14281,Sangli,2021,6.26,2.24,2.61,3.92,Medium,Flood Risk
DR_14282,Nashik,2023,1.48,5.11,2.07,3.05,Medium,Industrial Decline
DR_14283,Ahmednagar,2023,3.0,2.57,9.15,4.06,Medium,Aging Infrastructure
DR_14284,Raigad,2020,5.38,7.0,6.8,6.31,High,Unemployment
DR_14285,Osmanabad,2023,5.77,9.6,5.02,7.15,High,Inflation Impact
DR_14286,Bhandara,2022,5.17,8.65,2.19,5.96,High,Industrial Decline
DR_14287,Ahmednagar,2022,6.52,3.79,2.43,4.61,Medium,Flood Risk
DR_14288,Wardha,2023,6.25,3.75,5.51,5.1,High,Flood Risk
DR_14289,Nandurbar,2023,3.86,8.63,3.25,5.64,High,Industrial Decline
DR_14290,Mumbai City,2022,9.17,8.51,2.96,7.66,Critical,Groundwater Depletion
DR_14291,Satara,2022,9.94,8.17,9.0,9.04,Critical,Groundwater Depletion
DR_14292,Thane,2021,4.8,9.71,5.21,6.85,High,Industrial Decline
DR_14293,Nagpur,2020,5.45,3.35,6.63,4.85,Medium,Aging Infrastructure
DR_14294,Buldhana,2023,1.88,7.51,6.66,5.09,High,Unemployment
DR_14295,Amravati,2020,4.62,3.69,2.78,3.88,Medium,Drought Susceptibility
DR_14296,Dhule,2022,3.32,3.45,9.42,4.59,Medium,Aging Infrastructure
DR_14297,Buldhana,2023,4.82,1.23,8.61,4.14,Medium,Aging Infrastructure
DR_14298,Nashik,2023,3.27,2.8,5.84,3.6,Medium,Aging Infrastructure
DR_14299,Akola,2022,5.58,4.31,4.27,4.81,Medium,Groundwater Depletion
DR_14300,Bhandara,2023,3.32,8.28,7.62,6.16,High,Unemployment
DR_14301,Solapur,2024,8.07,8.82,8.47,8.45,Critical,Unemployment
DR_14302,Ratnagiri,2022,6.67,3.71,7.51,5.66,High,Aging Infrastructure
DR_14303,Osmanabad,2020,2.37,8.53,1.05,4.57,Medium,Inflation Impact
DR_14304,Nanded,2024,8.25,2.85,8.26,6.09,High,Aging Infrastructure
DR_14305,Jalgaon,2020,6.72,8.3,7.06,7.42,High,Inflation Impact
DR_14306,Osmanabad,2022,8.37,7.18,1.41,6.5,High,Flood Risk
DR_14307,Amravati,2024,8.97,3.98,5.07,6.19,High,Groundwater Depletion
DR_14308,Jalna,2024,5.26,7.71,5.14,6.22,High,Industrial Decline
DR_14309,Sindhudurg,2021,7.21,10,6.19,8.12,Critical,Unemployment
DR_14310,Dhule,2020,5.47,6.38,5.32,5.8,High,Industrial Decline
DR_14311,Gadchiroli,2020,1.94,5.02,4.59,3.7,Medium,Unemployment
DR_14312,Akola,2024,1.81,9.65,9.02,6.39,High,Unemployment
DR_14313,Nanded,2024,3.7,8.06,1.85,5.08,High,Inflation Impact
DR_14314,Sangli,2023,2.34,2.42,8.87,3.68,Medium,Aging Infrastructure
DR_14315,Sindhudurg,2023,4.14,7.19,9.87,6.51,High,Aging Infrastructure
DR_14316,Latur,2022,1.91,5.46,1.61,3.27,Medium,Industrial Decline
DR_14317,Satara,2022,2.31,4.46,3.26,3.36,Medium,Industrial Decline
DR_14318,Akola,2021,7.85,8.41,4.8,7.47,High,Inflation Impact
DR_14319,Palghar,2020,9.49,4.29,5.0,6.51,High,Groundwater Depletion
DR_14320,Raigad,2021,8.87,5.56,4.21,6.62,High,Flood Risk
DR_14321,Hingoli,2024,4.91,4.83,3.06,4.51,Medium,Groundwater Depletion
DR_14322,Satara,2023,7.67,1.81,9.75,5.74,High,Aging Infrastructure
DR_14323,Sangli,2021,7.14,4.53,3.24,5.32,High,Groundwater Depletion
DR_14324,Osmanabad,2020,4.94,5.96,7.4,5.84,High,Aging Infrastructure
DR_14325,Ratnagiri,2020,4.41,6.81,9.27,6.34,High,Aging Infrastructure
DR_14326,Chandrapur,2020,8.76,3.73,7.32,6.46,High,Flood Risk
DR_14327,Sindhudurg,2022,9.15,9.43,8.98,9.23,Critical,Industrial Decline
DR_14328,Gadchiroli,2024,2.62,3.26,4.24,3.2,Medium,Aging Infrastructure
DR_14329,Satara,2024,9.77,8.15,4.75,8.12,Critical,Drought Susceptibility
DR_14330,Washim,2022,6.69,8.94,9.41,8.13,Critical,Aging Infrastructure
DR_14331,Chandrapur,2022,6.92,8.42,7.6,7.65,Critical,Unemployment
DR_14332,Washim,2021,3.91,4.48,6.44,4.65,Medium,Aging Infrastructure
DR_14333,Thane,2022,2.85,3.19,6.56,3.73,Medium,Aging Infrastructure
DR_14334,Sangli,2022,2.7,4.96,2.2,3.5,Medium,Industrial Decline
DR_14335,Buldhana,2021,7.99,6.87,9.52,7.85,Critical,Aging Infrastructure
DR_14336,Dhule,2023,5.06,5.78,5.52,5.44,High,Industrial Decline
DR_14337,Dhule,2022,7.86,4.11,2.95,5.38,High,Drought Susceptibility
DR_14338,Buldhana,2020,6.97,3.44,1.58,4.48,Medium,Drought Susceptibility
DR_14339,Nandurbar,2024,2.37,4.27,3.03,3.26,Medium,Inflation Impact
DR_14340,Gadchiroli,2021,5.88,7.75,8.11,7.07,High,Aging Infrastructure
DR_14341,Akola,2021,6.38,4.83,5.11,5.51,High,Drought Susceptibility
DR_14342,Nagpur,2023,3.62,6.75,6.06,5.36,High,Inflation Impact
DR_14343,Parbhani,2020,5.06,7.09,5.74,6.01,High,Inflation Impact
DR_14344,Beed,2022,8.98,2.52,4.44,5.49,High,Drought Susceptibility
DR_14345,Mumbai City,2021,2.36,9.81,8.89,6.65,High,Industrial Decline
DR_14346,Nagpur,2023,6.92,2.35,3.29,4.37,Medium,Groundwater Depletion
DR_14347,Ahmednagar,2020,9.12,4.23,7.85,6.91,High,Groundwater Depletion
DR_14348,Solapur,2021,7.71,10,5.17,8.12,Critical,Inflation Impact
DR_14349,Jalna,2022,5.32,9.13,2.7,6.32,High,Unemployment
DR_14350,Gondia,2020,5.23,9.5,5.5,6.99,High,Inflation Impact
DR_14351,Chandrapur,2024,7.46,10,4.57,7.9,Critical,Industrial Decline
DR_14352,Ahmednagar,2020,5.46,5.29,8.33,5.97,High,Aging Infrastructure
DR_14353,Sangli,2021,6.85,5.75,3.55,5.75,High,Groundwater Depletion
DR_14354,Parbhani,2023,5.52,7.24,2.01,5.51,High,Industrial Decline
DR_14355,Parbhani,2022,6.12,7.05,5.6,6.39,High,Industrial Decline
DR_14356,Jalgaon,2022,3.27,5.11,4.19,4.19,Medium,Inflation Impact
DR_14357,Gadchiroli,2023,3.26,7.22,7.39,5.67,High,Aging Infrastructure
DR_14358,Parbhani,2022,9.58,3.43,2.53,5.71,High,Flood Risk
DR_14359,Solapur,2022,4.35,4.97,7.33,5.19,High,Aging Infrastructure
DR_14360,Nashik,2022,8.97,8.82,9.8,9.08,Critical,Aging Infrastructure
DR_14361,Nanded,2024,9.1,9.08,3.36,7.94,Critical,Flood Risk
DR_14362,Nagpur,2022,8.94,8.25,1.26,7.13,High,Drought Susceptibility
DR_14363,Sangli,2023,1.54,8.19,7.43,5.38,High,Unemployment
DR_14364,Nashik,2023,6.96,8.01,6.13,7.21,High,Unemployment
DR_14365,Chandrapur,2023,5.3,6.42,9.08,6.5,High,Aging Infrastructure
DR_14366,Osmanabad,2020,9.19,4.99,7.7,7.21,High,Groundwater Depletion
DR_14367,Parbhani,2022,3.79,9.09,5.26,6.2,High,Unemployment
DR_14368,Gadchiroli,2023,2.0,6.7,3.49,4.18,Medium,Inflation Impact
DR_14369,Amravati,2023,3.5,6.56,9.46,5.92,High,Aging Infrastructure
DR_14370,Parbhani,2021,7.67,8.97,3.99,7.46,High,Inflation Impact
DR_14371,Chandrapur,2023,1.61,7.81,1.57,4.08,Medium,Industrial Decline
DR_14372,Nagpur,2020,7.41,10,2.65,7.49,High,Industrial Decline
DR_14373,Mumbai City,2024,1.21,9.46,1.76,4.62,Medium,Industrial Decline
DR_14374,Hingoli,2022,4.68,1.78,1.48,2.88,Medium,Flood Risk
DR_14375,Parbhani,2023,5.58,7.4,1.82,5.55,High,Unemployment
DR_14376,Ratnagiri,2024,2.74,4.76,1.18,3.24,Medium,Industrial Decline
DR_14377,Latur,2023,7.94,7.83,9.43,8.2,Critical,Aging Infrastructure
DR_14378,Dhule,2021,2.97,4.37,3.95,3.73,Medium,Inflation Impact
DR_14379,Nandurbar,2021,4.15,3.71,5.69,4.28,Medium,Aging Infrastructure
DR_14380,Sindhudurg,2024,4.67,1.59,9.4,4.38,Medium,Aging Infrastructure
DR_14381,Bhandara,2024,8.99,6.7,9.35,8.15,Critical,Aging Infrastructure
DR_14382,Hingoli,2024,2.25,3.18,4.39,3.05,Medium,Aging Infrastructure
DR_14383,Nanded,2023,2.29,4.87,1.07,3.08,Medium,Industrial Decline
DR_14384,Sangli,2024,3.91,7.13,1.93,4.8,Medium,Industrial Decline
DR_14385,Mumbai Suburban,2021,9.27,10,4.39,8.59,Critical,Industrial Decline
DR_14386,Yavatmal,2023,5.43,3.54,9.09,5.4,High,Aging Infrastructure
DR_14387,Wardha,2021,5.28,1.74,2.62,3.33,Medium,Flood Risk
DR_14388,Yavatmal,2021,4.04,8.02,9.24,6.67,High,Aging Infrastructure
DR_14389,Sangli,2023,9.03,8.29,3.83,7.69,Critical,Groundwater Depletion
DR_14390,Wardha,2022,2.09,6.69,3.42,4.2,Medium,Industrial Decline
DR_14391,Ahmednagar,2022,7.26,4.6,6.93,6.13,High,Flood Risk
DR_14392,Dhule,2022,9.86,5.53,8.14,7.79,Critical,Drought Susceptibility
DR_14393,Gondia,2022,9.55,5.8,9.99,8.14,Critical,Aging Infrastructure
DR_14394,Kolhapur,2022,9.49,6.45,9.54,8.28,Critical,Aging Infrastructure
DR_14395,Pune,2023,2.14,2.38,1.32,2.07,Low,Unemployment
DR_14396,Nandurbar,2024,8.41,7.14,8.4,7.9,Critical,Flood Risk
DR_14397,Bhandara,2023,9.79,6.35,4.16,7.29,High,Flood Risk
DR_14398,Jalna,2021,4.42,8.57,3.97,5.99,High,Industrial Decline
DR_14399,Sangli,2021,3.65,3.97,8.9,4.83,Medium,Aging Infrastructure
DR_14400,Ahmednagar,2024,5.72,9.48,7.2,7.52,Critical,Industrial Decline
DR_14401,Kolhapur,2024,3.06,9.72,2.58,5.63,High,Inflation Impact
DR_14402,Akola,2020,2.49,8.89,7.86,6.13,High,Inflation Impact
DR_14403,Chandrapur,2022,1.88,8.06,7.86,5.55,High,Inflation Impact
DR_14404,Nanded,2024,6.07,9.96,8.58,8.13,Critical,Unemployment
DR_14405,Nanded,2020,4.88,8.74,6.0,6.65,High,Industrial Decline
DR_14406,Pune,2023,6.68,4.12,3.48,5.02,High,Drought Susceptibility
DR_14407,Hingoli,2023,9.08,9.45,7.06,8.83,Critical,Inflation Impact
DR_14408,Mumbai Suburban,2023,3.25,1.56,7.07,3.34,Medium,Aging Infrastructure
DR_14409,Bhandara,2021,2.37,2.21,2.16,2.26,Low,Drought Susceptibility
DR_14410,Kolhapur,2023,8.72,3.01,5.37,5.77,High,Flood Risk
DR_14411,Latur,2024,6.26,6.34,8.46,6.73,High,Aging Infrastructure
DR_14412,Akola,2020,2.37,8.26,4.56,5.16,High,Industrial Decline
DR_14413,Amravati,2022,8.51,4.18,6.22,6.32,High,Drought Susceptibility
DR_14414,Sangli,2022,2.21,4.18,5.74,3.7,Medium,Aging Infrastructure
DR_14415,Pune,2024,6.81,3.12,8.55,5.69,High,Aging Infrastructure
DR_14416,Raigad,2023,3.55,4.48,2.94,3.8,Medium,Unemployment
DR_14417,Nandurbar,2022,1.82,2.42,4.92,2.68,Medium,Aging Infrastructure
DR_14418,Nandurbar,2024,7.42,9.21,2.0,7.05,High,Inflation Impact
DR_14419,Raigad,2024,2.79,1.19,2.28,2.05,Low,Flood Risk
DR_14420,Buldhana,2020,4.12,5.16,8.57,5.42,High,Aging Infrastructure
DR_14421,Beed,2023,2.94,4.78,7.74,4.64,Medium,Aging Infrastructure
DR_14422,Mumbai Suburban,2023,6.5,6.92,5.86,6.54,High,Unemployment
DR_14423,Gondia,2024,7.65,10,6.27,8.32,Critical,Inflation Impact
DR_14424,Dhule,2021,8.34,9.63,7.08,8.6,Critical,Inflation Impact
DR_14425,Yavatmal,2020,2.61,9.85,2.8,5.55,High,Unemployment
DR_14426,Washim,2024,8.71,1.84,7.92,5.81,High,Groundwater Depletion
DR_14427,Mumbai City,2022,3.17,4.44,5.07,4.05,Medium,Aging Infrastructure
DR_14428,Akola,2020,1.55,8.92,9.26,6.04,High,Aging Infrastructure
DR_14429,Akola,2022,2.51,6.14,4.39,4.34,Medium,Industrial Decline
DR_14430,Pune,2022,1.38,9.91,4.12,5.34,High,Industrial Decline
DR_14431,Mumbai City,2023,6.98,5.11,7.16,6.27,High,Aging Infrastructure
DR_14432,Kolhapur,2021,8.65,2.99,3.97,5.45,High,Flood Risk
DR_14433,Nagpur,2024,9.01,5.25,4.56,6.62,High,Flood Risk
DR_14434,Nanded,2020,5.84,8.39,7.31,7.16,High,Industrial Decline
DR_14435,Ratnagiri,2024,4.25,9.62,4.77,6.5,High,Inflation Impact
DR_14436,Mumbai Suburban,2024,9.52,3.47,7.05,6.61,High,Flood Risk
DR_14437,Mumbai Suburban,2023,4.4,5.13,1.91,4.19,Medium,Industrial Decline
DR_14438,Yavatmal,2021,2.56,7.16,4.18,4.72,Medium,Inflation Impact
DR_14439,Nashik,2022,7.01,9.93,5.03,7.78,Critical,Unemployment
DR_14440,Sindhudurg,2023,5.59,3.28,8.5,5.25,High,Aging Infrastructure
DR_14441,Aurangabad,2023,7.62,9.94,3.81,7.79,Critical,Unemployment
DR_14442,Thane,2022,7.05,9.09,9.85,8.43,Critical,Aging Infrastructure
DR_14443,Dhule,2021,2.19,4.5,8.17,4.31,Medium,Aging Infrastructure
DR_14444,Mumbai City,2020,3.38,8.73,5.5,5.94,High,Inflation Impact
DR_14445,Gadchiroli,2024,7.32,3.87,4.6,5.4,High,Flood Risk
DR_14446,Amravati,2023,5.21,2.93,3.82,4.02,Medium,Flood Risk
DR_14447,Jalna,2024,4.83,7.8,4.09,5.87,High,Unemployment
DR_14448,Ratnagiri,2024,4.87,5.91,8.4,5.99,High,Aging Infrastructure
DR_14449,Gadchiroli,2023,1.87,4.16,1.42,2.7,Medium,Industrial Decline
DR_14450,Jalna,2024,8.71,9.74,4.96,8.37,Critical,Inflation Impact
DR_14451,Gadchiroli,2022,5.51,1.9,5.15,3.99,Medium,Drought Susceptibility
DR_14452,Thane,2024,8.47,4.59,1.71,5.57,High,Flood Risk
DR_14453,Washim,2020,1.96,8.62,4.37,5.1,High,Industrial Decline
DR_14454,Hingoli,2020,1.44,3.63,3.94,2.81,Medium,Aging Infrastructure
DR_14455,Thane,2020,5.86,6.65,2.62,5.53,High,Unemployment
DR_14456,Amravati,2024,1.53,9.44,1.2,4.63,Medium,Industrial Decline
DR_14457,Aurangabad,2020,7.76,9.36,1.39,7.12,High,Industrial Decline
DR_14458,Sangli,2023,4.62,5.1,9.05,5.7,High,Aging Infrastructure
DR_14459,Beed,2024,4.19,2.4,5.63,3.76,Medium,Aging Infrastructure
DR_14460,Kolhapur,2024,3.8,8.22,4.71,5.75,High,Unemployment
DR_14461,Mumbai Suburban,2022,6.77,1.11,4.56,4.06,Medium,Drought Susceptibility
DR_14462,Sangli,2022,7.3,5.56,5.94,6.33,High,Groundwater Depletion
DR_14463,Satara,2022,7.75,4.67,1.98,5.36,High,Drought Susceptibility
DR_14464,Amravati,2022,6.34,2.96,4.87,4.69,Medium,Flood Risk
DR_14465,Beed,2021,2.57,9.48,1.22,5.06,High,Inflation Impact
DR_14466,Raigad,2024,8.09,8.13,2.13,6.92,High,Unemployment
DR_14467,Amravati,2023,7.36,5.37,4.03,5.9,High,Flood Risk
DR_14468,Gadchiroli,2022,5.25,5.37,4.79,5.2,High,Industrial Decline
DR_14469,Sindhudurg,2021,8.29,5.33,1.17,5.68,High,Flood Risk
DR_14470,Nandurbar,2020,5.77,8.65,1.32,6.03,High,Unemployment
DR_14471,Sangli,2020,6.67,6.07,8.29,6.75,High,Aging Infrastructure
DR_14472,Nagpur,2022,2.13,8.59,4.62,5.21,High,Inflation Impact
DR_14473,Dhule,2020,1.77,3.43,8.78,3.84,Medium,Aging Infrastructure
DR_14474,Mumbai City,2023,7.46,3.9,8.97,6.34,High,Aging Infrastructure
DR_14475,Mumbai Suburban,2020,4.46,9.26,4.14,6.31,High,Inflation Impact
DR_14476,Pune,2021,9.0,6.14,5.07,7.07,High,Flood Risk
DR_14477,Washim,2022,9.61,5.37,7.53,7.5,High,Drought Susceptibility
DR_14478,Thane,2023,4.41,6.16,4.28,5.08,High,Unemployment
DR_14479,Washim,2020,7.7,9.02,9.84,8.66,Critical,Aging Infrastructure
DR_14480,Nandurbar,2021,7.79,2.11,2.19,4.4,Medium,Flood Risk
DR_14481,Mumbai Suburban,2021,5.24,4.38,7.8,5.41,High,Aging Infrastructure
DR_14482,Bhandara,2024,9.84,4.51,6.34,7.01,High,Groundwater Depletion
DR_14483,Ratnagiri,2023,3.72,9.92,9.01,7.26,High,Unemployment
DR_14484,Dhule,2024,2.04,3.93,2.03,2.79,Medium,Inflation Impact
DR_14485,Satara,2024,5.56,2.88,3.41,4.06,Medium,Groundwater Depletion
DR_14486,Hingoli,2023,9.84,6.28,7.23,7.89,Critical,Flood Risk
DR_14487,Nandurbar,2022,1.72,6.8,1.47,3.7,Medium,Inflation Impact
DR_14488,Pune,2024,6.09,3.69,8.26,5.56,High,Aging Infrastructure
DR_14489,Hingoli,2022,7.03,10,8.14,8.44,Critical,Unemployment
DR_14490,Solapur,2024,9.84,9.25,4.2,8.48,Critical,Flood Risk
DR_14491,Solapur,2021,3.92,4.4,8.09,4.94,Medium,Aging Infrastructure
DR_14492,Yavatmal,2021,6.29,8.93,2.29,6.54,High,Inflation Impact
DR_14493,Palghar,2022,5.87,4.71,1.77,4.59,Medium,Flood Risk
DR_14494,Yavatmal,2023,3.81,8.67,4.49,5.89,High,Industrial Decline
DR_14495,Nanded,2021,6.58,9.79,1.01,6.75,High,Industrial Decline
DR_14496,Satara,2022,4.18,4.09,3.66,4.04,Medium,Groundwater Depletion
DR_14497,Solapur,2023,6.78,7.77,9.15,7.65,Critical,Aging Infrastructure
DR_14498,Solapur,2024,3.83,2.14,5.15,3.42,Medium,Aging Infrastructure
DR_14499,Kolhapur,2020,2.81,1.03,2.86,2.11,Low,Aging Infrastructure
DR_14500,Washim,2022,7.24,3.96,5.76,5.63,High,Drought Susceptibility
DR_14501,Mumbai Suburban,2022,5.22,6.81,8.42,6.5,High,Aging Infrastructure
DR_14502,Solapur,2024,4.39,5.82,3.84,4.85,Medium,Industrial Decline
DR_14503,Satara,2020,8.25,9.5,6.82,8.46,Critical,Inflation Impact
DR_14504,Jalna,2020,7.53,4.98,7.17,6.43,High,Groundwater Depletion
DR_14505,Nagpur,2021,5.22,6.4,9.1,6.47,High,Aging Infrastructure
DR_14506,Yavatmal,2023,8.87,5.68,2.59,6.34,High,Flood Risk
DR_14507,Palghar,2022,7.79,10,3.31,7.78,Critical,Industrial Decline
DR_14508,Aurangabad,2023,7.1,2.45,8.29,5.48,High,Aging Infrastructure
DR_14509,Nanded,2024,1.02,4.1,5.85,3.22,Medium,Aging Infrastructure
DR_14510,Bhandara,2021,8.36,10,1.4,7.62,Critical,Inflation Impact
DR_14511,Ahmednagar,2021,7.02,9.4,4.58,7.49,High,Inflation Impact
DR_14512,Gadchiroli,2022,3.85,1.99,1.67,2.67,Medium,Drought Susceptibility
DR_14513,Raigad,2022,1.31,9.62,2.45,4.86,Medium,Industrial Decline
DR_14514,Dhule,2023,2.21,4.42,2.89,3.23,Medium,Inflation Impact
DR_14515,Sangli,2020,9.28,4.67,1.6,5.9,High,Groundwater Depletion
DR_14516,Mumbai City,2022,6.15,6.22,6.24,6.19,High,Aging Infrastructure
DR_14517,Hingoli,2021,6.07,9.84,4.99,7.36,High,Unemployment
DR_14518,Mumbai Suburban,2021,5.48,3.29,5.07,4.52,Medium,Groundwater Depletion
