Migrant_ID,Current_City,Origin_State,Origin_City,Age,Gender,Occupation,Migration_Reason,Migration_Date,Status
MIG03845,Kalyan-Dombivli,Karnataka,Hubballi,28,Male,Factory Worker,Marriage,2024-01-13,Active
MIG03846,Dhule,Andhra Pradesh,Visakhapatnam,36,Other,Small Vendor,Displacement,2021-05-31,Active
MIG03847,Gondia,Uttar Pradesh,Lucknow,18,Female,Security Guard,Education,2021-04-05,Active
MIG03848,Solapur,Karnataka,Hubballi,23,Other,Driver,Marriage,2022-12-18,Active
MIG03849,Ulhasnagar,Telangana,Warangal,33,Female,Security Guard,Family Move,2025-03-11,Active
MIG03850,Sindhudurg,Telangana,Hyderabad,45,Other,Factory Worker,Family Move,2025-01-13,Active
MIG03851,Bhandara,West Bengal,Howrah,18,Other,Small Vendor,Education,2023-11-30,Active
MIG03852,Parbhani,Chhattisgarh,Bhilai,41,Other,Agricultural Laborer,Marriage,2025-03-29,Active
MIG03853,Nashik,Bihar,Patna,58,Other,Driver,Family Move,2023-07-11,Active
MIG03854,Mumbai,Telangana,Hyderabad,36,Female,Driver,Family Move,2022-09-11,Active
MIG03855,Panvel,Gujarat,Ahmedabad,48,Female,Small Vendor,Displacement,2023-10-15,Active
MIG03856,Jalgaon,Andhra Pradesh,Vijayawada,45,Other,Factory Worker,Displacement,2024-01-11,Active
MIG03857,Yavatmal,Chhattisgarh,Raipur,59,Female,Driver,Education,2024-12-16,Active
MIG03858,Beed,Chhattisgarh,Bhilai,35,Female,Driver,Displacement,2025-03-12,Active
MIG03859,Latur,Rajasthan,Udaipur,46,Male,Domestic Help,Education,2021-02-04,Active
MIG03860,Nashik,West Bengal,Durgapur,37,Male,Small Vendor,Employment,2024-08-07,Active
MIG03861,Pune,Rajasthan,Udaipur,52,Other,Factory Worker,Displacement,2023-04-01,Active
MIG03862,Navi Mumbai,Chhattisgarh,Bhilai,45,Female,Security Guard,Displacement,2022-01-15,Active
MIG03863,Jalgaon,Madhya Pradesh,Indore,20,Male,Daily Wage Laborer,Employment,2023-01-28,Active
MIG03864,Navi Mumbai,Odisha,Bhubaneswar,36,Female,Domestic Help,Displacement,2022-02-08,Active
MIG03865,Kalyan-Dombivli,Rajasthan,Jodhpur,22,Male,Driver,Education,2024-07-26,Active
MIG03866,Malegaon,Bihar,Muzaffarpur,48,Male,Agricultural Laborer,Education,2021-08-31,Active
MIG03867,Sangli,Telangana,Warangal,46,Female,Driver,Marriage,2022-05-31,Active
MIG03868,Thane,Rajasthan,Jaipur,38,Other,Small Vendor,Marriage,2023-12-04,Active
MIG03869,Dhule,Uttar Pradesh,Varanasi,53,Female,Driver,Marriage,2024-01-20,Active
MIG03870,Kalyan-Dombivli,Andhra Pradesh,Vijayawada,27,Other,Construction Worker,Family Move,2021-03-20,Active
MIG03871,Kalyan-Dombivli,Rajasthan,Udaipur,32,Female,Agricultural Laborer,Education,2024-01-02,Active
MIG03872,Nagpur,Telangana,Warangal,42,Male,Domestic Help,Marriage,2025-06-06,Active
MIG03873,Nanded,Karnataka,Hubballi,38,Male,Driver,Marriage,2024-05-20,Active
MIG03874,Nagpur,Uttar Pradesh,Varanasi,42,Female,Daily Wage Laborer,Employment,2024-09-02,Active
MIG03875,Wardha,West Bengal,Kolkata,31,Other,Security Guard,Employment,2024-10-20,Active
MIG03876,Chandrapur,Chhattisgarh,Bhilai,24,Male,Agricultural Laborer,Marriage,2022-03-04,Active
MIG03877,Bhandara,Rajasthan,Udaipur,35,Other,Agricultural Laborer,Marriage,2021-03-09,Active
MIG03878,Kolhapur,Madhya Pradesh,Jabalpur,40,Male,Construction Worker,Marriage,2021-12-19,Active
MIG03879,Jalgaon,Telangana,Hyderabad,42,Other,Security Guard,Marriage,2022-05-23,Active
MIG03880,Navi Mumbai,Karnataka,Bengaluru,60,Other,Factory Worker,Marriage,2022-11-15,Active
MIG03881,Sindhudurg,Bihar,Gaya,34,Male,Construction Worker,Family Move,2025-07-20,Active
MIG03882,Thane,Bihar,Patna,23,Male,Construction Worker,Marriage,2022-01-08,Active
MIG03883,Jalgaon,Telangana,Warangal,24,Other,Factory Worker,Family Move,2021-07-29,Active
MIG03884,Hingoli,Odisha,Cuttack,33,Female,Agricultural Laborer,Employment,2023-10-13,Active
MIG03885,Thane,Karnataka,Hubballi,43,Other,Construction Worker,Marriage,2024-12-13,Active
MIG03886,Sindhudurg,Chhattisgarh,Bhilai,49,Female,Security Guard,Education,2023-05-27,Active
MIG03887,Wardha,Odisha,Cuttack,34,Male,Factory Worker,Family Move,2024-02-28,Active
MIG03888,Nanded,Gujarat,Surat,48,Female,Factory Worker,Marriage,2023-09-19,Active
MIG03889,Palghar,Rajasthan,Jaipur,47,Female,Daily Wage Laborer,Education,2021-01-24,Active
MIG03890,Mumbai,Karnataka,Hubballi,36,Male,Daily Wage Laborer,Education,2024-07-11,Active
MIG03891,Sindhudurg,Rajasthan,Jaipur,60,Male,Agricultural Laborer,Displacement,2021-07-06,Active
MIG03892,Thane,Odisha,Bhubaneswar,24,Female,Construction Worker,Employment,2023-07-01,Active
MIG03893,Ulhasnagar,Chhattisgarh,Raipur,27,Other,Daily Wage Laborer,Displacement,2024-10-22,Active
MIG03894,Nandurbar,Odisha,Cuttack,26,Female,Driver,Displacement,2021-09-14,Active
MIG03895,Satara,Chhattisgarh,Raipur,27,Female,Factory Worker,Employment,2021-09-19,Active
MIG03896,Satara,Chhattisgarh,Raipur,35,Male,Driver,Education,2024-09-23,Active
MIG03897,Jalna,Madhya Pradesh,Jabalpur,55,Male,Agricultural Laborer,Family Move,2025-08-24,Active
MIG03898,Nashik,Karnataka,Mysuru,23,Male,Driver,Employment,2022-04-22,Active
MIG03899,Bhiwandi,Telangana,Warangal,53,Other,Daily Wage Laborer,Employment,2023-04-22,Active
MIG03900,Hingoli,West Bengal,Durgapur,50,Other,Factory Worker,Marriage,2024-09-02,Active
MIG03901,Beed,Bihar,Patna,44,Other,Daily Wage Laborer,Family Move,2023-02-08,Active
MIG03902,Bhiwandi,Karnataka,Mysuru,28,Male,Daily Wage Laborer,Employment,2025-04-22,Active
MIG03903,Hingoli,Odisha,Bhubaneswar,33,Female,Small Vendor,Education,2022-09-10,Active
MIG03904,Jalna,Telangana,Hyderabad,52,Other,Small Vendor,Marriage,2025-11-23,Active
MIG03905,Amravati,Bihar,Muzaffarpur,29,Male,Small Vendor,Education,2024-08-09,Active
MIG03906,Palghar,Gujarat,Vadodara,57,Other,Construction Worker,Marriage,2025-05-25,Active
MIG03907,Bhiwandi,Madhya Pradesh,Indore,43,Other,Driver,Displacement,2025-02-16,Active
MIG03908,Ichalkaranji,Chhattisgarh,Bhilai,33,Other,Agricultural Laborer,Displacement,2024-12-25,Active
MIG03909,Ulhasnagar,Chhattisgarh,Raipur,36,Female,Daily Wage Laborer,Employment,2021-12-07,Active
MIG03910,Navi Mumbai,Odisha,Bhubaneswar,40,Male,Factory Worker,Displacement,2021-02-28,Active
MIG03911,Ratnagiri,Uttar Pradesh,Kanpur,42,Female,Driver,Family Move,2022-04-15,Active
MIG03912,Bhusawal,Bihar,Muzaffarpur,34,Other,Domestic Help,Displacement,2023-09-15,Active
MIG03913,Ichalkaranji,Rajasthan,Jaipur,26,Female,Agricultural Laborer,Family Move,2025-02-19,Active
MIG03914,Amravati,Andhra Pradesh,Visakhapatnam,43,Female,Domestic Help,Displacement,2025-04-26,Active
MIG03915,Sangli,Madhya Pradesh,Bhopal,35,Male,Domestic Help,Displacement,2022-01-27,Active
MIG03916,Ulhasnagar,Odisha,Bhubaneswar,42,Female,Agricultural Laborer,Marriage,2022-09-21,Active
MIG03917,Latur,Chhattisgarh,Bhilai,57,Male,Factory Worker,Education,2025-07-14,Active
MIG03918,Navi Mumbai,Uttar Pradesh,Varanasi,32,Other,Security Guard,Displacement,2022-02-10,Active
MIG03919,Thane,Uttar Pradesh,Kanpur,49,Female,Small Vendor,Employment,2024-06-07,Active
MIG03920,Kalyan-Dombivli,West Bengal,Howrah,24,Male,Construction Worker,Displacement,2024-08-14,Active
MIG03921,Sangli,Andhra Pradesh,Vijayawada,45,Male,Construction Worker,Family Move,2024-09-02,Active
MIG03922,Panvel,Bihar,Muzaffarpur,24,Other,Small Vendor,Marriage,2021-07-18,Active
MIG03923,Mira-Bhayandar,Rajasthan,Jodhpur,44,Male,Factory Worker,Family Move,2023-03-27,Active
MIG03924,Kolhapur,West Bengal,Howrah,20,Female,Factory Worker,Family Move,2023-01-29,Active
MIG03925,Sindhudurg,West Bengal,Kolkata,30,Male,Agricultural Laborer,Displacement,2024-08-02,Active
MIG03926,Jalna,Rajasthan,Jodhpur,37,Other,Security Guard,Education,2025-07-13,Active
MIG03927,Akola,Madhya Pradesh,Bhopal,49,Male,Driver,Family Move,2023-12-24,Active
MIG03928,Ichalkaranji,Madhya Pradesh,Indore,28,Male,Factory Worker,Displacement,2024-06-11,Active
MIG03929,Osmanabad,Rajasthan,Udaipur,57,Female,Small Vendor,Family Move,2024-01-01,Active
MIG03930,Jalgaon,Telangana,Hyderabad,20,Female,Construction Worker,Education,2023-03-05,Active
MIG03931,Nanded,Rajasthan,Jodhpur,30,Female,Agricultural Laborer,Employment,2024-03-04,Active
MIG03932,Aurangabad,Odisha,Cuttack,30,Male,Daily Wage Laborer,Family Move,2023-08-17,Active
MIG03933,Ratnagiri,Uttar Pradesh,Lucknow,35,Male,Daily Wage Laborer,Displacement,2023-04-04,Active
MIG03934,Vasai-Virar,Chhattisgarh,Bhilai,38,Other,Small Vendor,Employment,2022-01-01,Active
MIG03935,Akola,Uttar Pradesh,Lucknow,52,Other,Security Guard,Displacement,2024-04-05,Active
MIG03936,Sindhudurg,Karnataka,Hubballi,25,Female,Factory Worker,Displacement,2023-04-26,Active
MIG03937,Mira-Bhayandar,Telangana,Hyderabad,29,Male,Construction Worker,Displacement,2025-05-17,Active
MIG03938,Aurangabad,Karnataka,Bengaluru,29,Male,Factory Worker,Education,2023-04-29,Active
MIG03939,Mira-Bhayandar,Karnataka,Mysuru,32,Other,Driver,Education,2022-06-11,Active
MIG03940,Nagpur,Chhattisgarh,Bhilai,34,Other,Factory Worker,Family Move,2021-07-13,Active
MIG03941,Jalna,Andhra Pradesh,Visakhapatnam,31,Female,Small Vendor,Family Move,2024-05-02,Active
MIG03942,Panvel,Karnataka,Mysuru,40,Female,Driver,Family Move,2023-06-19,Active
MIG03943,Navi Mumbai,Chhattisgarh,Raipur,56,Other,Daily Wage Laborer,Marriage,2021-03-11,Active
MIG03944,Dhule,Gujarat,Vadodara,60,Other,Driver,Education,2025-02-21,Active
MIG03945,Aurangabad,Bihar,Gaya,50,Other,Small Vendor,Employment,2022-08-16,Active
MIG03946,Navi Mumbai,Madhya Pradesh,Jabalpur,26,Female,Small Vendor,Education,2021-02-07,Active
MIG03947,Vasai-Virar,Chhattisgarh,Raipur,23,Other,Factory Worker,Displacement,2022-08-18,Active
MIG03948,Palghar,Gujarat,Vadodara,43,Male,Daily Wage Laborer,Family Move,2021-01-09,Active
MIG03949,Dhule,West Bengal,Howrah,33,Other,Daily Wage Laborer,Displacement,2024-04-07,Active
MIG03950,Nandurbar,Madhya Pradesh,Indore,49,Other,Daily Wage Laborer,Employment,2023-06-27,Active
MIG03951,Beed,West Bengal,Kolkata,47,Male,Daily Wage Laborer,Education,2024-07-14,Active
MIG03952,Pune,Gujarat,Surat,60,Other,Factory Worker,Education,2025-09-15,Active
MIG03953,Jalna,West Bengal,Kolkata,54,Female,Security Guard,Family Move,2022-05-09,Active
MIG03954,Thane,Uttar Pradesh,Varanasi,55,Male,Agricultural Laborer,Family Move,2025-06-08,Active
MIG03955,Bhusawal,West Bengal,Howrah,59,Male,Domestic Help,Family Move,2022-03-26,Active
MIG03956,Vasai-Virar,Gujarat,Vadodara,27,Female,Domestic Help,Family Move,2025-09-08,Active
MIG03957,Bhiwandi,Gujarat,Ahmedabad,21,Other,Driver,Displacement,2025-12-24,Active
MIG03958,Sindhudurg,Karnataka,Hubballi,38,Male,Security Guard,Family Move,2024-10-16,Active
MIG03959,Wardha,Telangana,Hyderabad,43,Female,Factory Worker,Family Move,2023-09-14,Active
MIG03960,Jalgaon,Chhattisgarh,Raipur,27,Male,Daily Wage Laborer,Employment,2025-06-01,Active
MIG03961,Palghar,West Bengal,Kolkata,47,Other,Domestic Help,Family Move,2023-03-11,Active
MIG03962,Ichalkaranji,West Bengal,Durgapur,49,Female,Security Guard,Displacement,2024-06-25,Active
MIG03963,Yavatmal,Chhattisgarh,Bhilai,33,Other,Agricultural Laborer,Marriage,2023-04-10,Active
MIG03964,Navi Mumbai,West Bengal,Kolkata,53,Other,Agricultural Laborer,Marriage,2024-04-14,Active
MIG03965,Ambarnath,Odisha,Cuttack,59,Other,Factory Worker,Employment,2024-05-01,Active
MIG03966,Thane,Bihar,Patna,46,Other,Agricultural Laborer,Family Move,2024-04-10,Active
MIG03967,Chandrapur,Bihar,Gaya,42,Female,Factory Worker,Education,2021-03-18,Active
MIG03968,Kalyan-Dombivli,Andhra Pradesh,Visakhapatnam,28,Other,Agricultural Laborer,Employment,2025-06-18,Active
MIG03969,Sindhudurg,Bihar,Muzaffarpur,41,Female,Construction Worker,Employment,2021-02-27,Active
MIG03970,Palghar,Telangana,Hyderabad,26,Male,Small Vendor,Family Move,2022-06-13,Active
MIG03971,Gondia,Andhra Pradesh,Visakhapatnam,40,Male,Construction Worker,Employment,2022-04-01,Active
MIG03972,Bhusawal,Rajasthan,Jodhpur,59,Other,Agricultural Laborer,Education,2022-01-09,Active
MIG03973,Pune,Andhra Pradesh,Vijayawada,35,Male,Driver,Family Move,2024-01-18,Active
MIG03974,Washim,Uttar Pradesh,Kanpur,26,Other,Small Vendor,Employment,2025-03-22,Active
MIG03975,Wardha,West Bengal,Kolkata,58,Male,Domestic Help,Marriage,2024-10-15,Active
MIG03976,Ratnagiri,Rajasthan,Jodhpur,32,Other,Driver,Marriage,2022-08-21,Active
MIG03977,Wardha,Andhra Pradesh,Vijayawada,22,Male,Agricultural Laborer,Employment,2023-09-28,Active
MIG03978,Nanded,Madhya Pradesh,Jabalpur,53,Female,Agricultural Laborer,Employment,2025-12-11,Active
MIG03979,Ambarnath,Andhra Pradesh,Visakhapatnam,32,Female,Small Vendor,Education,2024-08-25,Active
MIG03980,Parbhani,Madhya Pradesh,Indore,36,Other,Security Guard,Marriage,2023-02-14,Active
MIG03981,Vasai-Virar,Telangana,Hyderabad,58,Female,Agricultural Laborer,Employment,2023-05-11,Active
MIG03982,Panvel,Gujarat,Ahmedabad,20,Other,Small Vendor,Employment,2022-10-11,Active
MIG03983,Akola,Uttar Pradesh,Kanpur,54,Other,Daily Wage Laborer,Family Move,2024-01-12,Active
MIG03984,Sangli,Telangana,Hyderabad,38,Female,Driver,Family Move,2022-12-17,Active
MIG03985,Parbhani,Chhattisgarh,Raipur,43,Female,Security Guard,Education,2024-10-13,Active
MIG03986,Mumbai,Karnataka,Mysuru,18,Male,Small Vendor,Displacement,2021-08-02,Active
MIG03987,Dhule,Rajasthan,Jodhpur,20,Female,Agricultural Laborer,Family Move,2021-08-31,Active
MIG03988,Akola,Odisha,Cuttack,34,Male,Domestic Help,Family Move,2024-09-15,Active
MIG03989,Yavatmal,Madhya Pradesh,Jabalpur,18,Other,Daily Wage Laborer,Family Move,2023-12-06,Active
MIG03990,Dhule,Rajasthan,Jaipur,57,Other,Driver,Displacement,2021-08-11,Active
MIG03991,Pune,Uttar Pradesh,Varanasi,26,Male,Daily Wage Laborer,Displacement,2022-04-07,Active
MIG03992,Bhusawal,West Bengal,Kolkata,38,Female,Agricultural Laborer,Displacement,2021-02-07,Active
MIG03993,Nandurbar,Madhya Pradesh,Indore,34,Female,Security Guard,Education,2022-06-26,Active
MIG03994,Ahmednagar,Madhya Pradesh,Bhopal,33,Male,Construction Worker,Employment,2023-05-07,Active
MIG03995,Palghar,West Bengal,Kolkata,55,Male,Security Guard,Marriage,2021-06-28,Active
MIG03996,Panvel,Karnataka,Mysuru,53,Male,Construction Worker,Marriage,2023-03-01,Active
MIG03997,Amravati,Uttar Pradesh,Varanasi,28,Other,Factory Worker,Displacement,2024-02-26,Active
MIG03998,Satara,Madhya Pradesh,Bhopal,20,Female,Daily Wage Laborer,Education,2025-06-23,Active
MIG03999,Hingoli,West Bengal,Kolkata,34,Male,Security Guard,Family Move,2025-09-20,Active
MIG04000,Vasai-Virar,Telangana,Warangal,54,Other,Security Guard,Employment,2021-09-10,Active
MIG04001,Dhule,West Bengal,Howrah,40,Female,Driver,Family Move,2022-11-20,Active
MIG04002,Yavatmal,Telangana,Hyderabad,33,Male,Small Vendor,Education,2023-11-26,Active
MIG04003,Jalgaon,Gujarat,Vadodara,39,Other,Agricultural Laborer,Displacement,2023-04-12,Active
MIG04004,Bhusawal,Chhattisgarh,Raipur,49,Other,Domestic Help,Family Move,2024-03-30,Active
MIG04005,Latur,Gujarat,Ahmedabad,43,Other,Factory Worker,Family Move,2021-06-08,Active
MIG04006,Latur,Andhra Pradesh,Visakhapatnam,20,Male,Agricultural Laborer,Education,2022-07-07,Active
MIG04007,Ulhasnagar,Telangana,Warangal,44,Other,Construction Worker,Marriage,2025-12-24,Active
MIG04008,Bhiwandi,Rajasthan,Udaipur,41,Other,Agricultural Laborer,Displacement,2022-11-04,Active
MIG04009,Ratnagiri,Odisha,Cuttack,39,Female,Security Guard,Education,2023-01-10,Active
MIG04010,Jalgaon,Madhya Pradesh,Jabalpur,56,Other,Driver,Marriage,2021-05-12,Active
MIG04011,Jalna,Rajasthan,Jaipur,25,Male,Driver,Family Move,2024-02-03,Active
MIG04012,Nashik,Uttar Pradesh,Varanasi,33,Other,Security Guard,Employment,2021-11-19,Active
MIG04013,Palghar,West Bengal,Kolkata,58,Other,Factory Worker,Education,2021-02-10,Active
MIG04014,Sindhudurg,Telangana,Warangal,31,Female,Factory Worker,Family Move,2021-11-12,Active
MIG04015,Jalgaon,Odisha,Bhubaneswar,47,Female,Daily Wage Laborer,Marriage,2023-07-12,Active
MIG04016,Kalyan-Dombivli,Andhra Pradesh,Visakhapatnam,48,Female,Driver,Displacement,2025-01-22,Active
MIG04017,Jalgaon,Telangana,Hyderabad,23,Male,Domestic Help,Family Move,2024-10-24,Active
MIG04018,Hingoli,Andhra Pradesh,Vijayawada,39,Female,Factory Worker,Displacement,2022-02-14,Active
MIG04019,Yavatmal,Andhra Pradesh,Visakhapatnam,53,Male,Daily Wage Laborer,Family Move,2023-09-20,Active
MIG04020,Bhandara,West Bengal,Durgapur,57,Male,Agricultural Laborer,Education,2024-03-16,Active
MIG04021,Yavatmal,Gujarat,Ahmedabad,43,Other,Daily Wage Laborer,Displacement,2024-06-30,Active
MIG04022,Sindhudurg,Uttar Pradesh,Kanpur,28,Male,Factory Worker,Displacement,2024-01-14,Active
MIG04023,Gondia,Odisha,Cuttack,23,Other,Construction Worker,Marriage,2023-08-18,Active
MIG04024,Mumbai,Madhya Pradesh,Indore,31,Male,Domestic Help,Employment,2024-02-19,Active
MIG04025,Ahmednagar,Telangana,Warangal,38,Female,Daily Wage Laborer,Education,2025-05-28,Active
MIG04026,Solapur,Karnataka,Hubballi,25,Other,Construction Worker,Employment,2025-07-15,Active
MIG04027,Malegaon,Telangana,Hyderabad,47,Female,Factory Worker,Family Move,2025-04-14,Active
MIG04028,Ambarnath,Odisha,Cuttack,52,Other,Driver,Employment,2023-05-24,Active
MIG04029,Bhiwandi,Chhattisgarh,Raipur,30,Female,Small Vendor,Education,2024-06-02,Active
MIG04030,Yavatmal,Rajasthan,Udaipur,60,Female,Small Vendor,Employment,2022-10-22,Active
MIG04031,Ichalkaranji,Madhya Pradesh,Indore,40,Other,Factory Worker,Education,2021-05-19,Active
MIG04032,Chandrapur,Rajasthan,Jaipur,45,Male,Construction Worker,Marriage,2021-05-28,Active
MIG04033,Mira-Bhayandar,Madhya Pradesh,Indore,25,Female,Domestic Help,Marriage,2022-02-25,Active
MIG04034,Kolhapur,Gujarat,Ahmedabad,38,Female,Small Vendor,Employment,2025-08-22,Active
MIG04035,Dhule,Gujarat,Surat,21,Female,Factory Worker,Marriage,2021-12-09,Active
MIG04036,Yavatmal,Odisha,Bhubaneswar,34,Other,Construction Worker,Family Move,2021-08-16,Active
MIG04037,Bhusawal,Andhra Pradesh,Vijayawada,52,Female,Construction Worker,Displacement,2025-09-06,Active
MIG04038,Nandurbar,Madhya Pradesh,Bhopal,49,Other,Agricultural Laborer,Family Move,2025-03-25,Active
MIG04039,Nanded,Telangana,Hyderabad,56,Other,Construction Worker,Family Move,2025-03-21,Active
MIG04040,Dhule,Gujarat,Surat,36,Male,Agricultural Laborer,Displacement,2022-12-09,Active
MIG04041,Nanded,Bihar,Gaya,44,Male,Small Vendor,Family Move,2022-08-25,Active
MIG04042,Ichalkaranji,Uttar Pradesh,Varanasi,28,Male,Security Guard,Education,2021-01-04,Active
MIG04043,Vasai-Virar,Uttar Pradesh,Varanasi,32,Male,Daily Wage Laborer,Employment,2024-05-02,Active
MIG04044,Akola,Karnataka,Mysuru,21,Other,Daily Wage Laborer,Family Move,2023-10-19,Active
MIG04045,Ulhasnagar,Chhattisgarh,Raipur,21,Other,Daily Wage Laborer,Education,2021-04-26,Active
MIG04046,Sindhudurg,Gujarat,Surat,35,Male,Agricultural Laborer,Education,2022-08-03,Active
MIG04047,Yavatmal,Karnataka,Hubballi,39,Other,Daily Wage Laborer,Education,2024-01-19,Active
MIG04048,Ahmednagar,Odisha,Bhubaneswar,50,Male,Construction Worker,Education,2024-05-04,Active
MIG04049,Aurangabad,Rajasthan,Udaipur,46,Female,Domestic Help,Employment,2021-07-12,Active
MIG04050,Akola,Odisha,Cuttack,51,Other,Agricultural Laborer,Education,2021-07-06,Active
MIG04051,Ratnagiri,Uttar Pradesh,Lucknow,48,Other,Daily Wage Laborer,Education,2023-08-16,Active
MIG04052,Amravati,Telangana,Hyderabad,53,Female,Driver,Education,2022-04-22,Active
MIG04053,Kalyan-Dombivli,Uttar Pradesh,Lucknow,22,Female,Driver,Education,2023-08-14,Active
MIG04054,Washim,Odisha,Bhubaneswar,34,Female,Construction Worker,Marriage,2022-03-29,Active
MIG04055,Panvel,Telangana,Warangal,35,Male,Domestic Help,Marriage,2023-05-09,Active
MIG04056,Wardha,Chhattisgarh,Raipur,35,Other,Factory Worker,Family Move,2025-09-14,Active
MIG04057,Yavatmal,Karnataka,Mysuru,40,Male,Factory Worker,Displacement,2021-12-23,Active
MIG04058,Mira-Bhayandar,Odisha,Bhubaneswar,49,Female,Small Vendor,Marriage,2022-08-22,Active
MIG04059,Washim,West Bengal,Kolkata,31,Female,Factory Worker,Marriage,2025-05-11,Active
MIG04060,Nagpur,Chhattisgarh,Bhilai,49,Male,Construction Worker,Displacement,2025-10-01,Active
MIG04061,Kalyan-Dombivli,Bihar,Patna,42,Male,Construction Worker,Marriage,2024-09-28,Active
MIG04062,Kolhapur,Gujarat,Ahmedabad,41,Male,Agricultural Laborer,Displacement,2021-02-04,Active
MIG04063,Ambarnath,Bihar,Muzaffarpur,50,Female,Security Guard,Displacement,2024-11-06,Active
MIG04064,Bhusawal,Madhya Pradesh,Indore,35,Other,Agricultural Laborer,Education,2022-08-31,Active
MIG04065,Yavatmal,Karnataka,Mysuru,53,Other,Agricultural Laborer,Employment,2025-07-07,Active
MIG04066,Jalgaon,Telangana,Warangal,51,Male,Domestic Help,Employment,2023-06-11,Active
MIG04067,Mira-Bhayandar,Uttar Pradesh,Lucknow,33,Other,Driver,Family Move,2022-02-03,Active
MIG04068,Bhiwandi,West Bengal,Durgapur,54,Male,Construction Worker,Displacement,2025-10-19,Active
MIG04069,Chandrapur,Telangana,Hyderabad,58,Other,Factory Worker,Family Move,2025-01-08,Active
MIG04070,Mira-Bhayandar,Odisha,Bhubaneswar,50,Female,Agricultural Laborer,Marriage,2021-04-30,Active
MIG04071,Thane,Uttar Pradesh,Lucknow,21,Male,Daily Wage Laborer,Displacement,2025-04-28,Active
MIG04072,Ambarnath,Odisha,Bhubaneswar,49,Other,Factory Worker,Family Move,2023-12-29,Active
MIG04073,Sindhudurg,Gujarat,Ahmedabad,53,Male,Factory Worker,Family Move,2024-02-16,Active
MIG04074,Wardha,Andhra Pradesh,Vijayawada,41,Female,Security Guard,Family Move,2023-04-12,Active
MIG04075,Bhandara,Andhra Pradesh,Vijayawada,41,Other,Small Vendor,Displacement,2024-08-27,Active
MIG04076,Bhusawal,Chhattisgarh,Raipur,53,Other,Agricultural Laborer,Displacement,2024-10-07,Active
MIG04077,Aurangabad,Chhattisgarh,Raipur,29,Female,Small Vendor,Marriage,2025-09-10,Active
MIG04078,Jalgaon,Madhya Pradesh,Jabalpur,19,Female,Agricultural Laborer,Employment,2021-02-27,Active
MIG04079,Satara,Uttar Pradesh,Varanasi,22,Female,Daily Wage Laborer,Education,2023-11-27,Active
MIG04080,Vasai-Virar,Gujarat,Surat,32,Other,Driver,Displacement,2021-01-14,Active
MIG04081,Amravati,Karnataka,Hubballi,31,Other,Domestic Help,Family Move,2021-08-31,Active
MIG04082,Yavatmal,Telangana,Warangal,29,Other,Daily Wage Laborer,Education,2022-01-20,Active
MIG04083,Ulhasnagar,Gujarat,Surat,55,Female,Construction Worker,Employment,2023-01-18,Active
MIG04084,Dhule,Uttar Pradesh,Varanasi,39,Other,Driver,Employment,2022-03-11,Active
MIG04085,Pune,Bihar,Patna,23,Other,Driver,Education,2021-10-15,Active
MIG04086,Kolhapur,Chhattisgarh,Bhilai,39,Other,Driver,Employment,2023-11-24,Active
MIG04087,Ambarnath,Andhra Pradesh,Vijayawada,20,Female,Construction Worker,Marriage,2023-03-18,Active
MIG04088,Sangli,Gujarat,Vadodara,19,Other,Security Guard,Employment,2024-03-20,Active
MIG04089,Jalgaon,Rajasthan,Udaipur,50,Male,Security Guard,Marriage,2023-09-26,Active
MIG04090,Ulhasnagar,Odisha,Bhubaneswar,40,Other,Small Vendor,Marriage,2025-03-15,Active
MIG04091,Akola,Gujarat,Surat,24,Other,Driver,Employment,2024-08-03,Active
MIG04092,Beed,Telangana,Hyderabad,35,Female,Security Guard,Displacement,2022-11-11,Active
MIG04093,Vasai-Virar,Uttar Pradesh,Kanpur,34,Female,Construction Worker,Family Move,2024-04-03,Active
MIG04094,Gondia,Karnataka,Bengaluru,35,Other,Daily Wage Laborer,Education,2022-12-27,Active
MIG04095,Pune,Gujarat,Surat,55,Female,Agricultural Laborer,Marriage,2024-09-06,Active
MIG04096,Akola,West Bengal,Kolkata,52,Male,Construction Worker,Displacement,2025-04-07,Active
MIG04097,Mumbai,Karnataka,Hubballi,37,Male,Construction Worker,Employment,2021-01-08,Active
MIG04098,Palghar,West Bengal,Howrah,58,Female,Construction Worker,Family Move,2021-06-22,Active
MIG04099,Osmanabad,Bihar,Muzaffarpur,41,Female,Security Guard,Employment,2023-12-09,Active
MIG04100,Vasai-Virar,Rajasthan,Jaipur,30,Other,Agricultural Laborer,Family Move,2021-03-18,Active
MIG04101,Navi Mumbai,Karnataka,Hubballi,33,Male,Small Vendor,Employment,2021-11-06,Active
MIG04102,Aurangabad,Chhattisgarh,Raipur,20,Other,Daily Wage Laborer,Employment,2024-12-23,Active
MIG04103,Jalgaon,Uttar Pradesh,Kanpur,36,Other,Driver,Employment,2025-04-09,Active
MIG04104,Jalgaon,Uttar Pradesh,Lucknow,36,Female,Agricultural Laborer,Displacement,2024-12-08,Active
MIG04105,Ratnagiri,Gujarat,Vadodara,25,Female,Driver,Family Move,2023-07-15,Active
MIG04106,Malegaon,Odisha,Cuttack,29,Male,Factory Worker,Family Move,2024-04-12,Active
MIG04107,Jalgaon,Odisha,Cuttack,35,Male,Agricultural Laborer,Education,2025-04-30,Active
